"IS7","Counseling and Therapy in Video: Volume 2","Alexander Street Press","2602506","Counseling and Therapy in Video: Volume IV - Australia","84"
"IS7","Counseling and Therapy in Video: Volume 2","Alexander Street Press","2602511","Counseling and Therapy in Video: Volume IV - Canada","87"
"IS7","Counseling and Therapy in Video: Volume 2","Alexander Street Press","2602513","Counseling and Therapy in Video: Volume IV - United States","81"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","3771","Counseling and Therapy in Video: Volume I","98"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","5258","Counseling and Therapy in Video: Volume II","96"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","7158","Counseling and Therapy in Video: Volume III","95"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","2507068","Counseling and Therapy in Video: Volume IV","96"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","2602506","Counseling and Therapy in Video: Volume IV - Australia","84"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","2602511","Counseling and Therapy in Video: Volume IV - Canada","87"
"~5.","Counseling and Therapy in Video: Volume 3","Alexander Street Press","2602513","Counseling and Therapy in Video: Volume IV - United States","81"
"FPH","Country Studies","Library of Congress","0","Results - No Matches","0"
"BCO","CQ Historic Documents","CQ Press","0","Results - No Matches","0"
"BCX","CQ Magazine","CQ Press","0","Results - No Matches","0"
"BCT","CQ Researcher","CQ Press","0","Results - No Matches","0"
"6HZ","Cranfield Collection of E-Research - CERES","Cranfield University","0","Results - No Matches","0"
"7F9","Criminal Justice Abstracts","EBSCOhost","2771","Criminal Justice Abstracts","100"
"7F9","Criminal Justice Abstracts","EBSCOhost","4241","Criminal Justice Abstracts (EBSCO)","87"
"7F9","Criminal Justice Abstracts","EBSCOhost","2772","Criminal Justice Abstracts (Ovid)","88"
"PCR","Current Research@ (Legacy Platform)","ProQuest","0","Results - No Matches","0"
"BOC","Current Science Serials","Center for Research Libraries","0","Results - No Matches","0"
"JCG","Dance in Video","Alexander Street Press","0","Results - No Matches","0"
"BTQ","Davies Project","Princeton University","0","Results - No Matches","0"
"7B6","DEEDI eReseach Archive (eRA)","DEEDI Library & Research Services","0","Results - No Matches","0"
"9LD","Deep Blue at the University of Michigan","University of Michigan","0","Results - No Matches","0"
"BFI","Department of Energy Information Bridge","U.S. Department of Energy","0","Results - No Matches","0"
"FKZ","Dialnet","Universidad de la Rioja","4881","Dialnet","100"
"CB6","Digital Collections: UBC's ContentDM IR","University of British Columbia","0","Results - No Matches","0"
"0GJ","Dissertations & Theses @ Florida Atlantic University - FCLA","ProQuest","0","Results - No Matches","0"
"55~","Docuseek2 Collection","Docuseek2","0","Results - No Matches","0"
"U21","DOE Patents","Office of Scientific and Technical Information","1979045","EU Patents","86"
"KKK","DORAS","Dublin City University","0","Results - No Matches","0"
"99Q","DR-DTU Open Access","Nanyang Technological University","0","Results - No Matches","0"
"8Y3","D-Scholarship@Pitt: Institutional Repository of the University of Pittsburgh","University of Pittsburgh","0","Results - No Matches","0"
"4FQ","D-Scribe Digital Publishing","University of Pittsburgh","0","Results - No Matches","0"
"8MN","DSpace @ RRU","Royal Roads University","0","Results - No Matches","0"
"BHM","DTIC STINET","DTIC","0","Results - No Matches","0"
"H3P","Duke Law Scholarship Repository","Duke University","1114","eScholarship Repository","85"
"CL6","DukeSpace","Duke University","6149","DukeSpace","100"
"HR7","Dundalk Institutional Repository","Dundalk Institute of Technology","0","Results - No Matches","0"
"EUD","DynaMed","DynaMed","3409","DynaMed","100"
"BOR","Early American Imprints, Series I: Evans Digital Edition","Readex","0","Results - No Matches","0"
"GAT","Early American Imprints, Series II: Shaw-Shoemaker, 1801-1819","NewsBank","3306","Early American Imprints, Series II: Shaw-Shoemaker 1801 - 1819","98"
"GAT","Early American Imprints, Series II: Shaw-Shoemaker, 1801-1819","NewsBank","9601","Early American Imprints, Series II: Shaw-Shoemaker Supplement 1801 - 1819","90"
"BHS","Early English Books Online","Chadwyck-Healey","2463025","Early English Books Online (DRAA)","88"
"BHS","Early English Books Online","Chadwyck-Healey","4207","Early English Books Online (EEBO)","88"
"ENG","Early English Books Online - Text Creation Partnership","University of Michigan","0","Results - No Matches","0"
"7SM","Earthquake Engineering Abstracts","ProQuest","2777","Earthquake Engineering Abstracts","100"
"7SN","Ecology Abstracts","ProQuest","2727","Ecology Abstracts","100"
"7SN","Ecology Abstracts","ProQuest","2753","Ecology Abstracts (NISC)","83"
"BIO","EconLit","EBSCOhost","0","Results - No Matches","0"
"BWY","EDGAR SEC Filings & Forms","U.S. Securities and Exchange Commission","0","Results - No Matches","0"
"QV5","Education Index Retrospective: 1929-1983 (H.W. Wilson)","EBSCOhost","5483","Biography Index Retrospective: 1905-1982 (H.W. Wilson)","81"
"QV5","Education Index Retrospective: 1929-1983 (H.W. Wilson)","EBSCOhost","5444","Education Index Retrospective: 1929-1983 (H.W.Wilson)","99"
"QV5","Education Index Retrospective: 1929-1983 (H.W. Wilson)","EBSCOhost","5434","Humanities Index Retrospective: 1907-1984 (H.W. Wilson)","84"
"QV5","Education Index Retrospective: 1929-1983 (H.W. Wilson)","EBSCOhost","5515","Short Story Index Retrospective: 1915-1983 (H.W. Wilson)","82"
"QV5","Education Index Retrospective: 1929-1983 (H.W. Wilson)","EBSCOhost","5447","Social Sciences Index Retrospective: 1907-1983 (H.W. Wilson)","82"
"REK","Education Resources Information Center (ERIC)","Institute of Education Sciences (IES) of the U.S. Department of Education","1118446","Educational Resources Information Center - ERIC","93"
"KGZ","Educator's Reference Desk","Information Institute of Syracuse (IIS)","1702","Educator's Reference Complete","81"
"BJI","eHRAF World Cultures","Human Relations Area Files, Inc.","3310","eHRAF World Cultures","100"
"BJL","Eighteenth Century Collections Online","Gale","4205","Eighteenth Century Collections Online","100"
"BJL","Eighteenth Century Collections Online","Gale","8536","Eighteenth Century Collections Online - Part I","89"
"BJL","Eighteenth Century Collections Online","Gale","8537","Eighteenth Century Collections Online - Part II","88"
"ELV","Eighteenth Century Collections Online - Text Creation Partnership","University of Michigan","0","Results - No Matches","0"
"7SP","Electronics & Communications Abstracts","ProQuest","2782","Electronics & Communications Abstracts","100"
"ACI","Embase","Elsevier","0","Results - No Matches","0"
"FPN","EMBASE (1980 to Present)","Ovid","0","Results - No Matches","0"
"I4Q","Embry-Riddle Aeronautical University ASASA","Embry-Riddle Aeronautical University","0","Results - No Matches","0"
"BKU","Encyclopaedia Britannica's Original Sources","Encyclopaedia Britannica Inc","0","Results - No Matches","0"
"ENN","Encyclopedia Britannica Online Consumer Edition","Encyclopaedia Britannica Inc","0","Results - No Matches","0"
"TN3","Energy Citations","Office of Scientific and Technical Information","0","Results - No Matches","0"
"7SR","Engineered Materials Abstracts","ProQuest","2791","Engineered Materials Abstracts","100"
"7SR","Engineered Materials Abstracts","ProQuest","2794","Engineered Materials Abstracts, Ceramics","86"
"FR3","Engineering Research Database","ProQuest","6296","Engineering Research Database","100"
"7SS","Entomology Abstracts (Full archive)","ProQuest","0","Results - No Matches","0"
"7SU","Environmental Engineering Abstracts","ProQuest","2774","Civil Engineering Abstracts","81"
"7SU","Environmental Engineering Abstracts","ProQuest","2778","Environmental Engineering Abstracts","100"
"M7W","Environmental Impact Statements: Digests","ProQuest","6276","Environmental Impact Statements","87"
"C1K","Environmental Sciences and Pollution Management","ProQuest","2904","Environmental Sciences & Pollution Management","96"
"HWS","Epocrates","Epocrates, Inc.","0","Results - No Matches","0"
"BNI","ERIC","OCLC","0","Results - No Matches","0"
"7SW","ERIC","ProQuest","0","Results - No Matches","0"
"BNH","ERIC","EBSCOhost","0","Results - No Matches","0"
"GA5","ERIC - Full Text Only (Summon)","ERIC Clearinghouse on Information & Technology","0","Results - No Matches","0"
"3B1","Erudit - please search for Ã‰rudit (with the accent) instead.","Ã‰rudit","0","Results - No Matches","0"
".CM","eScholarship@McGill","McGill University","0","Results - No Matches","0"
"QW6","Essay and General Literature Index (H.W. Wilson)","EBSCOhost","5511","Essay & General Literature Index (H.W.Wilson)","95"
"BOL","Ethnic Press Database","Center for Research Libraries","0","Results - No Matches","0"
"AJORQ","Ethnographic Video Online: Volume 1 (United States)","Alexander Street Press","7228","Ethnographic Video Online Volume 2 United States","95"
"AJORQ","Ethnographic Video Online: Volume 1 (United States)","Alexander Street Press","1217635","Ethnographic Video Online Volume 3 United States","95"
"AJORQ","Ethnographic Video Online: Volume 1 (United States)","Alexander Street Press","2567705","Ethnographic Video Online, Volume 4 - United States","92"
"ABRTT","Ethnographic Video Online: Volume 2 (United States)","Alexander Street Press","7228","Ethnographic Video Online Volume 2 United States","97"
"ABRTT","Ethnographic Video Online: Volume 2 (United States)","Alexander Street Press","1217635","Ethnographic Video Online Volume 3 United States","95"
"ABRTT","Ethnographic Video Online: Volume 2 (United States)","Alexander Street Press","2567705","Ethnographic Video Online, Volume 4 - United States","92"
"44L","EUR Thesis Repository","Erasmus Universiteit Rotterdam","0","Results - No Matches","0"
"94K","European Views of the Americas: 1493 to 1750","EBSCOhost","4287","European Views of the Americas: 1493 to 1750","100"
"ELU","Evans Early American Imprint Collection - Text Creation Partnership","University of Michigan","0","Results - No Matches","0"
"BOU","Everglades Online","Florida Union Catalog","0","Results - No Matches","0"
"FCO","FACTS & COMPARISONS 4.0 ONLINE","Facts & Comparisons","0","Results - No Matches","0"
"2KN","FAU Libraries Catalog","Florida Atlantic University","0","Results - No Matches","0"
"76M","Federal Response to Radicalism in the 1960s","Gale","0","Results - No Matches","0"
"QY8","Fiction Core Collection (H.W. Wilson)","EBSCOhost","5517","Fiction Core Collection (H.W. Wilson)","100"
"QY8","Fiction Core Collection (H.W. Wilson)","EBSCOhost","5516","Children's Core Collection (H.W. Wilson)","83"
"QY8","Fiction Core Collection (H.W. Wilson)","EBSCOhost","5518","Graphic Novels Core Collection (H.W. Wilson)","81"
"QY8","Fiction Core Collection (H.W. Wilson)","EBSCOhost","5522","Senior High Core Collection (H.W. Wilson)","82"
"EBZ","Film & Television Literature Index","EBSCOhost","2555","Film & Television Literature Index (EBSCO)","89"
"EBZ","Film & Television Literature Index","EBSCOhost","1655","Film & Television Literature Index with Full Text","82"
"BSO","Film Literature Index","Indiana University","0","Results - No Matches","0"
"GX2","Filmakers Library Online Volume 1 (North America)","Alexander Street Press","7913","Filmakers Library Online Volume 1 North America","98"
"GX2","Filmakers Library Online Volume 1 (North America)","Alexander Street Press","1217661","Filmakers Library Online Volume 1 Outside North America","90"
"GX2","Filmakers Library Online Volume 1 (North America)","Alexander Street Press","18829","Filmakers Library Online Volume 2 North America","96"
"GX2","Filmakers Library Online Volume 1 (North America)","Alexander Street Press","1217662","Filmakers Library Online Volume 2 Outside North America","88"
"D~J","Filmakers Library Online: Volume 2 (North America)","Alexander Street Press","7913","Filmakers Library Online Volume 1 North America","95"
"D~J","Filmakers Library Online: Volume 2 (North America)","Alexander Street Press","1217661","Filmakers Library Online Volume 1 Outside North America","88"
"D~J","Filmakers Library Online: Volume 2 (North America)","Alexander Street Press","18829","Filmakers Library Online Volume 2 North America","97"
"D~J","Filmakers Library Online: Volume 2 (North America)","Alexander Street Press","1217662","Filmakers Library Online Volume 2 Outside North America","90"
"BRH","Florida Atlantic University Catalog","Florida Union Catalog","0","Results - No Matches","0"
"3FV","Florida Atlantic University Digital Library","Florida Atlantic University","0","Results - No Matches","0"
"BRU","Florida Documents Index","Florida Center for Library Automation (FCLA)","0","Results - No Matches","0"
"BRJ","Florida Environments Online","Florida Union Catalog","0","Results - No Matches","0"
"BRL","Florida Heritage Collection","Florida Union Catalog","0","Results - No Matches","0"
"BRN","Florida Memory Project","State of Florida","0","Results - No Matches","0"
"BSE","Florida Supreme Court Briefs and Opinions","Florida Center for Library Automation (FCLA)","0","Results - No Matches","0"
"BRV","FloridaCat","OCLC","0","Results - No Matches","0"
"BUQ","Floridiana on the Web","PALMM: Publication of Archival Library & Museum Materials","0","Results - No Matches","0"
"FKR","FMG On Demand","Films Media Group","0","Results - No Matches","0"
"5BT","Fontys Publicaties, (OAI repository)","Fontys","0","Results - No Matches","0"
"JSZ","Foreign Broadcast Information Service (FBIS) daily reports 1974-1996","Readex","5818","Foreign Broadcast Information Service (FBIS) Daily Reports","89"
"BON","Foreign Doctoral Dissertations","Center for Research Libraries","0","Results - No Matches","0"
"BOO","Foreign Newspapers","Center for Research Libraries","0","Results - No Matches","0"
"BRY","FORMIS Ant Bibliography","Florida Union Catalog","0","Results - No Matches","0"
"UW5","FRANCIS","EBSCOhost","0","Results - No Matches","0"
"B3-","Gale Artemis: Primary Sources","Gale","0","Results - No Matches","0"
"BA.","Gale Literary Sources","Gale","0","Results - No Matches","0"
"RC3","Genetics Abstracts","ProQuest","2729","Genetics Abstracts","100"
"WEN","GeoBase","Engineering Village","0","Results - No Matches","0"
"7SZ","GeoRef","ProQuest","5097","GeoRef","100"
"BSJ","glbtq.com","glbtq, Inc","0","Results - No Matches","0"
"BSW","Global Legal Information Network","Library of Congress","0","Results - No Matches","0"
"JRW","Global Road Warrior","World Trade Press","6124","Global Road Warrior","100"
"BVS","Google Scholar","Google.com","0","Results - No Matches","0"
"D4X","Gothenburg University Publications (GUP)","Gothenburg University Library","0","Results - No Matches","0"
"I4X","Gothenburg University Publications Electronic Archive (GUPEA)","Gothenburg University Library","0","Results - No Matches","0"
"BVY","GPO Monthly Catalog","OCLC","2952","GPO Monthly Catalog (OCLC)","84"
"BVY","GPO Monthly Catalog","OCLC","3108","GPO Monthly Catalog (Ovid)","84"
"QZ5","Graphic Novels Core Collection (H.W. Wilson)","EBSCOhost","5518","Graphic Novels Core Collection (H.W. Wilson)","100"
"QZ5","Graphic Novels Core Collection (H.W. Wilson)","EBSCOhost","5516","Children's Core Collection (H.W. Wilson)","81"
"QZ5","Graphic Novels Core Collection (H.W. Wilson)","EBSCOhost","5517","Fiction Core Collection (H.W. Wilson)","81"
"EP7","Griffith University DSpace","Griffith University","0","Results - No Matches","0"
"MG7","Handbook of Latin American Studies (HLAS Web)","Library of Congress","3197","Handbook of Latin American Studies","86"
"BWP","HarpWeek","Harpweek","0","Results - No Matches","0"
"I59","Harvard University Library DASH","Harvard University","0","Results - No Matches","0"
"J3O","HathiTrust (Public Domain within US only)","HathiTrust","0","Results - No Matches","0"
"IGY","Health & Psychosocial Instruments (HAPI)","EBSCOhost","2801","Health & Psychosocial Instruments (EBSCO)","89"
"IGY","Health & Psychosocial Instruments (HAPI)","EBSCOhost","2799","Health & Psychosocial Instruments (Ovid)","90"
"7T2","Health and Safety Science Abstracts (Full archive)","ProQuest","2730","Health and Safety Science Abstracts","82"
"FTE","Historical Abstracts (EBSCO)","EBSCOhost","2526","Historical Abstracts (EBSCO)","100"
"FTE","Historical Abstracts (EBSCO)","EBSCOhost","2706","Biological Abstracts (EBSCO)","86"
"BYJ","Historical Statistics of the United States","Cambridge University Press","5189","Historical Statistics of the United States","100"
"MUTSD","History of Black Achievement in America","Ambrose Video Publishing, Inc.","0","Results - No Matches","0"
"UW7","History of Science, Technology and Medicine","EBSCOhost","0","Results - No Matches","0"
